#wave = wavelength (um)
#flux = flux (W/cm^2/um)
#stdev = standard deviation of flux measurement (W/cm^2/um)
#det = LWS detector number (0-9)
#
#wave    flux         stdev           det
 59.2657  1.15087e-17  1.48479e-19      1
 59.2657  1.13616e-17  1.58854e-19      1
 59.2742  1.15293e-17  6.47393e-20      2
 59.2742  1.14540e-17  8.87573e-20      2
 59.3333  1.14934e-17  1.56079e-19      1
 59.3333  1.13520e-17  2.22204e-19      1
 59.3501  1.14674e-17  8.85636e-20      2
 59.3501  1.16273e-17  6.38527e-20      2
 59.4009  1.09091e-17  1.31332e-19      1
 59.4010  1.11583e-17  1.24106e-19      1
 59.4258  1.14963e-17  8.15737e-20      2
 59.4258  1.14270e-17  8.05836e-20      2
 59.4686  1.13830e-17  1.83937e-19      1
 59.4686  1.15292e-17  1.78421e-19      1
 59.5014  1.14744e-17  8.89180e-20      2
 59.5014  1.15481e-17  8.18337e-20      2
 59.5362  1.10792e-17  1.50248e-19      1
 59.5362  1.10983e-17  1.50593e-19      1
 59.5769  1.13946e-17  6.80553e-20      2
 59.5769  1.15100e-17  7.71809e-20      2
 59.6038  1.13117e-17  2.03400e-19      1
 59.6038  1.10862e-17  1.82013e-19      1
 59.6521  1.12991e-17  6.81992e-20      2
 59.6522  1.13780e-17  6.02239e-20      2
 59.6681  1.13469e-17  1.63999e-19      1
 59.6714  1.08704e-17  1.44343e-19      1
 59.7274  1.11186e-17  7.40614e-20      2
 59.7274  1.14363e-17  8.57403e-20      2
 59.7324  1.10677e-17  1.64506e-19      1
 59.7324  1.10271e-17  1.59614e-19      1
 59.7951  1.12563e-17  8.99023e-20      2
 59.7951  1.13994e-17  7.74817e-20      2
 59.7999  1.12034e-17  1.74818e-19      1
 59.8000  1.09580e-17  1.57465e-19      1
 59.8676  1.12810e-17  1.97058e-19      1
 59.8676  1.12492e-17  1.12144e-19      1
 59.8700  1.12547e-17  6.82569e-20      2
 59.8701  1.13294e-17  9.48138e-20      2
 59.9352  1.13826e-17  1.64427e-19      1
 59.9352  1.14679e-17  1.87205e-19      1
 59.9449  1.15074e-17  7.86651e-20      2
 59.9450  1.14873e-17  6.47399e-20      2
 60.0028  1.12510e-17  1.73550e-19      1
 60.0028  1.12946e-17  1.64937e-19      1
 60.0197  1.14366e-17  5.80858e-20      2
 60.0197  1.15673e-17  7.67809e-20      2
 60.0705  1.11003e-17  2.14093e-19      1
 60.0705  1.13732e-17  1.61986e-19      1
 60.0944  1.13279e-17  6.44432e-20      2
 60.0944  1.13119e-17  5.79966e-20      2
 60.1381  1.06620e-17  1.73811e-19      1
 60.1381  1.09942e-17  1.47426e-19      1
 60.1689  1.13660e-17  7.83177e-20      2
 60.1689  1.14016e-17  6.21723e-20      2
 60.2057  1.12239e-17  1.31933e-19      1
 60.2058  1.12764e-17  2.14136e-19      1
 60.2433  1.14042e-17  6.04241e-20      2
 60.2433  1.13600e-17  8.38898e-20      2
 60.2734  1.12024e-17  2.05170e-19      1
 60.2734  1.11526e-17  1.46498e-19      1
 60.3176  1.12551e-17  2.60736e-20      2
 60.3176  1.13180e-17  8.60711e-20      2
 60.3410  1.12234e-17  2.37285e-19      1
 60.3411  1.16776e-17  1.74633e-19      1
 60.3918  1.13256e-17  6.94477e-20      2
 60.3918  1.13398e-17  6.46939e-20      2
 60.4087  1.12991e-17  2.33571e-19      1
 60.4087  1.10363e-17  1.79119e-19      1
 60.4659  1.13113e-17  6.14215e-20      2
 60.4659  1.14704e-17  8.79977e-20      2
 60.4763  1.12247e-17  1.75840e-19      1
 60.4763  1.13179e-17  1.86056e-19      1
 60.5399  1.13027e-17  8.46377e-20      2
 60.5399  1.13322e-17  5.49502e-20      2
 60.5440  1.11441e-17  1.66870e-19      1
 60.5440  1.13768e-17  2.03372e-19      1
 60.6051  1.13426e-17  2.17351e-19      1
 60.6051  1.10670e-17  1.57839e-19      1
 60.6137  1.13547e-17  8.15621e-20      2
 60.6137  1.13993e-17  7.54265e-20      2
 60.6727  1.11758e-17  1.60737e-19      1
 60.6727  1.16164e-17  1.66570e-19      1
 60.6875  1.13709e-17  8.29904e-20      2
 60.6875  1.12190e-17  4.76132e-20      2
 60.7404  1.12455e-17  1.69442e-19      1
 60.7404  1.13823e-17  1.59143e-19      1
 60.7611  1.14854e-17  7.35010e-20      2
 60.7611  1.13060e-17  6.38029e-20      2
 60.8081  1.12650e-17  1.56584e-19      1
 60.8081  1.12530e-17  1.56741e-19      1
 60.8346  1.13019e-17  6.91635e-20      2
 60.8347  1.14623e-17  8.47486e-20      2
 60.8758  1.10657e-17  1.65957e-19      1
 60.8758  1.13198e-17  1.73354e-19      1
 60.9081  1.13126e-17  6.06412e-20      2
 60.9081  1.14348e-17  5.95727e-20      2
 60.9436  1.13959e-17  1.30022e-19      1
 60.9436  1.12014e-17  1.64056e-19      1
 60.9814  1.10652e-17  6.74624e-20      2
 60.9814  1.12051e-17  6.05245e-20      2
 61.0113  1.10352e-17  1.56460e-19      1
 61.0113  1.10324e-17  1.35475e-19      1
 61.0546  1.11479e-17  6.71553e-20      2
 61.0546  1.11578e-17  5.90568e-20      2
 61.0791  1.07659e-17  1.55848e-19      1
 61.0791  1.09912e-17  1.65449e-19      1
 61.1205  1.10950e-17  5.67237e-20      2
 61.1277  1.12957e-17  5.97885e-20      2
 61.1469  1.12818e-17  1.53329e-19      1
 61.1469  1.09833e-17  1.81022e-19      1
 61.1934  1.10821e-17  6.79623e-20      2
 61.1934  1.11961e-17  9.66882e-20      2
 61.2147  1.13231e-17  1.34804e-19      1
 61.2147  1.10805e-17  1.56254e-19      1
 61.2663  1.10556e-17  6.02572e-20      2
 61.2663  1.10870e-17  5.33680e-20      2
 61.2825  1.10895e-17  1.64104e-19      1
 61.2825  1.12214e-17  1.61567e-19      1
 61.3392  1.11948e-17  5.29224e-20      2
 61.3392  1.11183e-17  4.91293e-20      2
 61.3503  1.09702e-17  1.14950e-19      1
 61.3503  1.12775e-17  1.71026e-19      1
 61.4119  1.11110e-17  6.04973e-20      2
 61.4119  1.10845e-17  4.88995e-20      2
 61.4182  1.11283e-17  1.07111e-19      1
 61.4182  1.12838e-17  1.54536e-19      1
 61.4845  1.11615e-17  7.60210e-20      2
 61.4845  1.11493e-17  6.98124e-20      2
 61.4860  1.08490e-17  1.24543e-19      1
 61.4860  1.09396e-17  1.64276e-19      1
 61.5539  1.08659e-17  1.39027e-19      1
 61.5539  1.09230e-17  1.32929e-19      1
 61.5570  1.11184e-17  6.39804e-20      2
 61.5570  1.11163e-17  5.69397e-20      2
 61.6151  1.07979e-17  1.25218e-19      1
 61.6151  1.10827e-17  1.26907e-19      1
 61.6294  1.10855e-17  5.95217e-20      2
 61.6294  1.11203e-17  6.52214e-20      2
 61.6830  1.10204e-17  1.46865e-19      1
 61.6830  1.10795e-17  1.61755e-19      1
 61.7017  1.11794e-17  9.62923e-20      2
 61.7017  1.12949e-17  5.66990e-20      2
 61.7509  1.08556e-17  1.49548e-19      1
 61.7509  1.09157e-17  1.59223e-19      1
 61.7739  1.11003e-17  5.56253e-20      2
 61.7740  1.11993e-17  7.29488e-20      2
 61.8188  1.09881e-17  1.39599e-19      1
 61.8188  1.12493e-17  1.64865e-19      1
 61.8461  1.11080e-17  8.51617e-20      2
 61.8461  1.10531e-17  4.03034e-20      2
 61.8868  1.09766e-17  1.37425e-19      1
 61.8868  1.09031e-17  1.39978e-19      1
 61.9181  1.10566e-17  5.42616e-20      2
 61.9181  1.10278e-17  6.94019e-20      2
 61.9548  1.11438e-17  1.28273e-19      1
 61.9548  1.07238e-17  1.35614e-19      1
 61.9900  1.10327e-17  5.13217e-20      2
 61.9900  1.10416e-17  5.05883e-20      2
 62.0229  1.07791e-17  1.61281e-19      1
 62.0229  1.10301e-17  1.88927e-19      1
 62.0619  1.09513e-17  5.07502e-20      2
 62.0619  1.10609e-17  5.82978e-20      2
 62.0909  1.08808e-17  1.52787e-19      1
 62.0909  1.07653e-17  1.38999e-19      1
 62.1336  1.09477e-17  5.19295e-20      2
 62.1336  1.09133e-17  7.74766e-20      2
 62.1590  1.07815e-17  1.13541e-19      1
 62.1590  1.06474e-17  1.25428e-19      1
 62.1982  1.10132e-17  8.69212e-20      2
 62.2053  1.10721e-17  5.62754e-20      2
 62.2271  1.08331e-17  1.62857e-19      1
 62.2271  1.07613e-17  1.63909e-19      1
 62.2697  1.09757e-17  7.88333e-20      2
 62.2698  1.09919e-17  6.44367e-20      2
 62.2952  1.10392e-17  1.85192e-19      1
 62.2952  1.09006e-17  1.40778e-19      1
 62.3412  1.10794e-17  8.09225e-20      2
 62.3412  1.10745e-17  7.12964e-20      2
 62.3634  1.09941e-17  1.51523e-19      1
 62.3634  1.07680e-17  1.33024e-19      1
 62.4126  1.10195e-17  7.33263e-20      2
 62.4126  1.09097e-17  5.26788e-20      2
 62.4315  1.04399e-17  9.59132e-20      1
 62.4315  1.09059e-17  1.73202e-19      1
 62.4839  1.09634e-17  5.97521e-20      2
 62.4839  1.07805e-17  6.10159e-20      2
 62.4997  1.09250e-17  9.25307e-20      1
 62.4997  1.11383e-17  2.01991e-19      1
 62.5551  1.09862e-17  5.89870e-20      2
 62.5552  1.09011e-17  5.51764e-20      2
 62.5646  1.04620e-17  1.04013e-19      1
 62.5679  1.10068e-17  1.74299e-19      1
 62.6263  1.09675e-17  6.62825e-20      2
 62.6263  1.09132e-17  6.43945e-20      2
 62.6295  1.10623e-17  2.04151e-19      1
 62.6295  1.06489e-17  1.02038e-19      1
 62.6973  1.10528e-17  6.78079e-20      2
 62.6974  1.08160e-17  4.96167e-20      2
 62.6978  1.07528e-17  1.92725e-19      1
 62.6978  1.10523e-17  1.57971e-19      1
 62.7661  1.08011e-17  1.91675e-19      1
 62.7661  1.06546e-17  1.27065e-19      1
 62.7683  1.09157e-17  6.17173e-20      2
 62.7683  1.10378e-17  6.05864e-20      2
 62.8344  1.07748e-17  1.21961e-19      1
 62.8344  1.10330e-17  1.51101e-19      1
 62.8392  1.09723e-17  5.17959e-20      2
 62.8392  1.08645e-17  4.39190e-20      2
 62.9028  1.11366e-17  1.93504e-19      1
 62.9028  1.06994e-17  1.50375e-19      1
 62.9100  1.09836e-17  6.93660e-20      2
 62.9100  1.08088e-17  5.30768e-20      2
 62.9712  1.10519e-17  2.10017e-19      1
 62.9712  1.07437e-17  1.65907e-19      1
 62.9807  1.10806e-17  6.10278e-20      2
 62.9807  1.08053e-17  5.42608e-20      2
 63.0397  1.09012e-17  1.67908e-19      1
 63.0397  1.07614e-17  1.58663e-19      1
 63.0514  1.08960e-17  6.33314e-20      2
 63.0514  1.07632e-17  5.75637e-20      2
 63.1082  1.07491e-17  1.49948e-19      1
 63.1082  1.07501e-17  1.59238e-19      1
 63.1219  1.08481e-17  4.25893e-20      2
 63.1220  1.07264e-17  5.46293e-20      2
 63.1767  1.09141e-17  1.81488e-19      1
 63.1767  1.07420e-17  1.02594e-19      1
 63.1924  1.09284e-17  5.69357e-20      2
 63.1924  1.07289e-17  3.95509e-20      2
 63.2452  1.06217e-17  1.57620e-19      1
 63.2452  1.06699e-17  1.48874e-19      1
 63.2628  1.08224e-17  5.19370e-20      2
 63.2628  1.06855e-17  4.90869e-20      2
 63.3138  1.06175e-17  1.12533e-19      1
 63.3139  1.04580e-17  1.61505e-19      1
 63.3332  1.07722e-17  6.20218e-20      2
 63.3332  1.09096e-17  5.23883e-20      2
 63.3824  1.07875e-17  1.74734e-19      1
 63.3825  1.08387e-17  1.70517e-19      1
 63.3964  1.08049e-17  5.41631e-20      2
 63.3964  1.06718e-17  5.03011e-20      2
 63.4511  1.09588e-17  1.69003e-19      1
 63.4511  1.02839e-17  1.29436e-19      1
 63.4666  1.08535e-17  5.72549e-20      2
 63.4666  1.07576e-17  5.50348e-20      2
 63.5198  1.07718e-17  1.20302e-19      1
 63.5198  1.04373e-17  1.71232e-19      1
 63.5367  1.08228e-17  4.95715e-20      2
 63.5367  1.07031e-17  5.52170e-20      2
 63.5817  1.01815e-17  1.15205e-19      1
 63.5818  1.06453e-17  1.16789e-19      1
 63.6067  1.07943e-17  5.72769e-20      2
 63.6067  1.07063e-17  4.45675e-20      2
 63.6505  1.08029e-17  1.48428e-19      1
 63.6505  1.07841e-17  1.54741e-19      1
 63.6767  1.06815e-17  3.72347e-20      2
 63.6767  1.06060e-17  6.34758e-20      2
 63.7192  1.05495e-17  1.46060e-19      1
 63.7193  1.03833e-17  1.23936e-19      1
 63.7465  1.07647e-17  5.85399e-20      2
 63.7466  1.06632e-17  7.47442e-20      2
 63.7881  1.08218e-17  1.78430e-19      1
 63.7881  1.02603e-17  1.32626e-19      1
 63.8164  1.08397e-17  5.16588e-20      2
 63.8164  1.05593e-17  5.79235e-20      2
 63.8570  1.07101e-17  1.44566e-19      1
 63.8570  1.01153e-17  1.04304e-19      1
 63.8861  1.05628e-17  5.22682e-20      2
 63.8861  1.07534e-17  6.17455e-20      2
 63.9259  1.02572e-17  1.57253e-19      1
 63.9259  1.06777e-17  1.52730e-19      1
 63.9558  1.05521e-17  6.37749e-20      2
 63.9558  1.07283e-17  4.88427e-20      2
 63.9949  1.04189e-17  1.56784e-19      1
 63.9949  1.05648e-17  1.48010e-19      1
 64.0254  1.07083e-17  4.79656e-20      2
 64.0254  1.05648e-17  5.50893e-20      2
 64.0950  1.07707e-17  5.66518e-20      2
 64.0950  1.05258e-17  5.56428e-20      2
 64.1644  1.07570e-17  5.62718e-20      2
 64.1644  1.05078e-17  5.59077e-20      2
 64.2269  1.06652e-17  6.36189e-20      2
 64.2338  1.02903e-17  5.21713e-20      2
 64.3032  1.03383e-17  5.95163e-20      2
 64.3032  1.05858e-17  6.39418e-20      2
 64.3724  1.05363e-17  5.11181e-20      2
 64.3724  1.02812e-17  4.71595e-20      2
 64.4416  1.03237e-17  6.19959e-20      2
 64.4416  1.06389e-17  6.18494e-20      2
 64.5039  1.06334e-17  5.50248e-20      2
 64.5039  1.03524e-17  6.21963e-20      2
 64.5730  1.06527e-17  6.12112e-20      2
 64.5730  1.04122e-17  6.92944e-20      2
 64.6420  1.03804e-17  5.64001e-20      2
 64.6420  1.06333e-17  7.10758e-20      2
 64.7110  1.03200e-17  4.49530e-20      2
 64.7110  1.05577e-17  6.09199e-20      2
 64.7799  1.03980e-17  5.89255e-20      2
 64.7799  1.05621e-17  4.79696e-20      2
 64.8487  1.06584e-17  7.49338e-20      2
 64.8487  1.03863e-17  6.04162e-20      2
 64.9175  1.08009e-17  7.24562e-20      2
 64.9175  1.04247e-17  5.87305e-20      2
 64.9862  1.05798e-17  7.34266e-20      2
 64.9863  1.03663e-17  7.53309e-20      2
 65.0549  1.05119e-17  6.83598e-20      2
 65.0549  1.03242e-17  8.35820e-20      2
 65.1235  1.05843e-17  6.92909e-20      2
 65.1235  1.02755e-17  5.19905e-20      2
 65.1921  1.03624e-17  6.58525e-20      2
 65.1921  1.06109e-17  6.18923e-20      2
 65.2606  1.06161e-17  5.17127e-20      2
 65.2606  1.02096e-17  5.89291e-20      2
 65.3291  1.04021e-17  6.47397e-20      2
 65.3291  1.02092e-17  6.34956e-20      2
 65.3974  1.05568e-17  5.73421e-20      2
 65.3975  1.02686e-17  8.70649e-20      2
 65.4658  1.05053e-17  8.63059e-20      2
 65.4658  1.01772e-17  6.67482e-20      2
 65.5274  1.05123e-17  5.98053e-20      2
 65.5340  1.01809e-17  5.42860e-20      2
 65.5956  1.01223e-17  6.38202e-20      2
 65.5956  1.04732e-17  6.11274e-20      2
 65.6637  1.04617e-17  8.66270e-20      2
 65.6637  1.01766e-17  5.66063e-20      2
 65.7319  1.05965e-17  6.11391e-20      2
 65.7319  1.03366e-17  9.06515e-20      2
 65.8000  1.02043e-17  7.62163e-20      2
 65.8000  1.04818e-17  5.47898e-20      2
 65.8681  1.03935e-17  4.85796e-20      2
 65.8681  1.00088e-17  6.16654e-20      2
 65.9361  1.03986e-17  5.75088e-20      2
 65.9361  1.00562e-17  7.04802e-20      2
 66.0040  9.90333e-18  6.86294e-20      2
 66.0040  1.03988e-17  6.55951e-20      2
 66.0720  9.99419e-18  6.30118e-20      2
 66.0720  1.03663e-17  6.14843e-20      2
 66.1398  1.03760e-17  6.33862e-20      2
 66.1398  9.84094e-18  5.95130e-20      2
 66.2077  1.01807e-17  9.07194e-20      2
 66.2077  9.71825e-18  8.47890e-20      2
 66.2755  9.24471e-18  7.13178e-20      2
 66.2755  9.93293e-18  6.04698e-20      2
 66.3432  9.84253e-18  7.63205e-20      2
 66.3432  9.37600e-18  6.74773e-20      2
 66.4109  9.85798e-18  6.27682e-20      2
 66.4109  9.24387e-18  7.34309e-20      2
 66.4786  9.84660e-18  6.47386e-20      2
 66.4786  9.51414e-18  6.46226e-20      2
 66.5462  9.64400e-18  8.38525e-20      2
 66.5462  1.00616e-17  8.24215e-20      2
 66.6138  1.00614e-17  7.07560e-20      2
 66.6138  9.79798e-18  7.39815e-20      2
 66.6813  1.01517e-17  8.40937e-20      2
 66.6813  9.72622e-18  5.70658e-20      2
 66.7422  1.02329e-17  7.09221e-20      2
 66.7422  9.80998e-18  5.37403e-20      2
 66.8096  1.02500e-17  8.25955e-20      2
 66.8096  9.78927e-18  4.09691e-20      2
 66.8770  1.00896e-17  7.32004e-20      2
 66.8771  9.79158e-18  7.55868e-20      2
 66.9444  1.01513e-17  7.69924e-20      2
 66.9445  9.87836e-18  6.16415e-20      2
 67.0118  1.01430e-17  6.58768e-20      2
 67.0118  9.77213e-18  5.90070e-20      2
 67.0426  9.24683e-18  1.28070e-19      3
 67.0426  9.27780e-18  1.29618e-19      3
 67.0792  1.01415e-17  6.99590e-20      2
 67.0792  9.73059e-18  5.92362e-20      2
 67.1207  9.29172e-18  1.27473e-19      3
 67.1207  9.21928e-18  1.16671e-19      3
 67.1465  1.00308e-17  5.78730e-20      2
 67.1465  9.90762e-18  6.19646e-20      2
 67.1986  9.09441e-18  1.22182e-19      3
 67.1986  9.22214e-18  1.59804e-19      3
 67.2138  1.01882e-17  5.33017e-20      2
 67.2138  9.69828e-18  6.41245e-20      2
 67.2687  9.04596e-18  9.58840e-20      3
 67.2725  9.45184e-18  1.31261e-19      3
 67.2810  9.74887e-18  7.47079e-20      2
 67.2810  9.94497e-18  6.51702e-20      2
 67.3463  9.14786e-18  9.47188e-20      3
 67.3463  9.39429e-18  1.29336e-19      3
 67.3482  1.00827e-17  3.96375e-20      2
 67.3482  9.66789e-18  5.39735e-20      2
 67.4154  1.00672e-17  6.85820e-20      2
 67.4154  9.64828e-18  6.33661e-20      2
 67.4238  9.46974e-18  1.28040e-19      3
 67.4238  9.22836e-18  1.37581e-19      3
 67.4825  9.90555e-18  6.78151e-20      2
 67.4826  9.47305e-18  6.23857e-20      2
 67.5011  8.80561e-18  1.09946e-19      3
 67.5011  9.19852e-18  1.16516e-19      3
 67.5497  9.79891e-18  4.60696e-20      2
 67.5497  9.50535e-18  5.95903e-20      2
 67.5783  9.23252e-18  1.26154e-19      3
 67.5783  9.04044e-18  1.35452e-19      3
 67.6167  9.74969e-18  3.87651e-20      2
 67.6168  9.42444e-18  6.99231e-20      2
 67.6554  9.21867e-18  8.68075e-20      3
 67.6554  9.25430e-18  1.44801e-19      3
 67.6773  9.82487e-18  6.42527e-20      2
 67.6773  9.40447e-18  6.58471e-20      2
 67.7323  9.07794e-18  1.34978e-19      3
 67.7323  9.07805e-18  1.01148e-19      3
 67.7442  9.61642e-18  5.52873e-20      2
 67.7442  9.96038e-18  7.02701e-20      2
 67.8090  8.91229e-18  1.12253e-19      3
 67.8090  9.17902e-18  9.99094e-20      3
 67.8113  9.57553e-18  5.80947e-20      2
 67.8113  9.97134e-18  7.84075e-20      2
 67.8783  9.94721e-18  5.76006e-20      2
 67.8783  9.66224e-18  5.33005e-20      2
 67.8856  9.18260e-18  1.34856e-19      3
 67.8857  9.37848e-18  1.31506e-19      3
 67.9453  1.00505e-17  5.42999e-20      2
 67.9453  9.71467e-18  4.35349e-20      2
 67.9621  9.36081e-18  1.02097e-19      3
 67.9621  9.18097e-18  1.22735e-19      3
 68.0122  1.00344e-17  7.59997e-20      2
 68.0122  9.71961e-18  6.22311e-20      2
 68.0384  9.05492e-18  1.08996e-19      3
 68.0384  9.37535e-18  1.26446e-19      3
 68.0791  9.90991e-18  6.84165e-20      2
 68.0792  9.56233e-18  5.03596e-20      2
 68.1146  9.15793e-18  7.50861e-20      3
 68.1146  9.22788e-18  7.85718e-20      3
 68.1460  9.76929e-18  8.11329e-20      2
 68.1461  9.58130e-18  7.18256e-20      2
 68.1906  9.14554e-18  1.24606e-19      3
 68.1907  9.08662e-18  1.22479e-19      3
 68.2129  9.72407e-18  6.72171e-20      2
 68.2130  9.49034e-18  7.01338e-20      2
 68.2665  8.86551e-18  1.04551e-19      3
 68.2665  8.92778e-18  9.97522e-20      3
 68.2798  9.42045e-18  7.34662e-20      2
 68.2798  9.60545e-18  7.46648e-20      2
 68.3423  9.10341e-18  1.17261e-19      3
 68.3423  8.78990e-18  1.04452e-19      3
 68.3467  9.57029e-18  7.65852e-20      2
 68.3467  9.29187e-18  5.48917e-20      2
 68.4135  9.69727e-18  7.33845e-20      2
 68.4135  9.38865e-18  7.93145e-20      2
 68.4179  8.97665e-18  1.30533e-19      3
 68.4179  8.92143e-18  1.25678e-19      3
 68.4803  9.59167e-18  6.74245e-20      2
 68.4803  9.40857e-18  6.63603e-20      2
 68.4859  9.18178e-18  9.38774e-20      3
 68.4859  8.83747e-18  1.08971e-19      3
 68.5470  9.43500e-18  8.13238e-20      2
 68.5470  9.72823e-18  6.62668e-20      2
 68.5612  9.01139e-18  1.17031e-19      3
 68.5612  9.27559e-18  1.33316e-19      3
 68.6073  9.61065e-18  7.71357e-20      2
 68.6073  9.79271e-18  8.38246e-20      2
 68.6364  9.02560e-18  1.36753e-19      3
 68.6364  9.06228e-18  1.11792e-19      3
 68.6740  9.87128e-18  5.13469e-20      2
 68.6740  9.49226e-18  7.22410e-20      2
 68.7115  9.16178e-18  1.44638e-19      3
 68.7115  9.20835e-18  8.83222e-20      3
 68.7408  9.79101e-18  4.80018e-20      2
 68.7408  9.54814e-18  6.26638e-20      2
 68.7865  9.01293e-18  1.21483e-19      3
 68.7865  9.29736e-18  1.14652e-19      3
 68.8075  9.78932e-18  5.11540e-20      2
 68.8075  9.50011e-18  8.52318e-20      2
 68.8613  9.17932e-18  9.54149e-20      3
 68.8613  9.19775e-18  1.09868e-19      3
 68.8742  9.67465e-18  6.87799e-20      2
 68.8742  9.49177e-18  7.55450e-20      2
 68.9360  9.21443e-18  1.07019e-19      3
 68.9360  8.87290e-18  1.18865e-19      3
 68.9409  9.60924e-18  7.47944e-20      2
 68.9409  9.46313e-18  7.67594e-20      2
 69.0076  9.66381e-18  6.42446e-20      2
 69.0077  9.39946e-18  7.19432e-20      2
 69.0105  9.05866e-18  1.05330e-19      3
 69.0105  8.83840e-18  1.55550e-19      3
 69.0743  9.54799e-18  4.78927e-20      2
 69.0744  9.30782e-18  7.35463e-20      2
 69.0850  9.10865e-18  1.02771e-19      3
 69.0850  8.99502e-18  1.31592e-19      3
 69.1410  9.63393e-18  6.43024e-20      2
 69.1410  9.32523e-18  6.19889e-20      2
 69.1593  9.03335e-18  8.59241e-20      3
 69.1593  9.05383e-18  1.17787e-19      3
 69.2077  9.66553e-18  5.99468e-20      2
 69.2077  9.28040e-18  6.47799e-20      2
 69.2334  9.23030e-18  1.23878e-19      3
 69.2334  9.37722e-18  1.47991e-19      3
 69.2743  9.36351e-18  6.23074e-20      2
 69.2743  9.69831e-18  9.66193e-20      2
 69.3075  9.06885e-18  1.05768e-19      3
 69.3075  9.13859e-18  1.21301e-19      3
 69.3410  9.16172e-18  7.14590e-20      2
 69.3410  9.64354e-18  7.50365e-20      2
 69.3813  9.04857e-18  1.33361e-19      3
 69.3813  8.99556e-18  1.02653e-19      3
 69.4076  9.54612e-18  6.14628e-20      2
 69.4076  9.35012e-18  5.67124e-20      2
 69.4551  8.88465e-18  8.69694e-20      3
 69.4552  8.90032e-18  9.29485e-20      3
 69.4743  9.36069e-18  9.54080e-20      2
 69.4743  9.56174e-18  6.35276e-20      2
 69.5215  9.00940e-18  8.88433e-20      3
 69.5215  9.07765e-18  1.27720e-19      3
 69.5408  9.58135e-18  6.55995e-20      2
 69.5408  9.31902e-18  6.41501e-20      2
 69.5950  8.82416e-18  1.30680e-19      3
 69.5950  8.95604e-18  1.29586e-19      3
 69.6010  9.68182e-18  7.34447e-20      2
 69.6010  9.27970e-18  6.84131e-20      2
 69.6675  9.53400e-18  6.82476e-20      2
 69.6675  9.21915e-18  6.86542e-20      2
 69.6685  9.00947e-18  1.22353e-19      3
 69.6685  8.96731e-18  1.25757e-19      3
 69.7341  9.14963e-18  7.57853e-20      2
 69.7341  9.32133e-18  5.07023e-20      2
 69.7418  8.85004e-18  1.22201e-19      3
 69.7418  8.93066e-18  1.11423e-19      3
 69.8007  9.20690e-18  9.34997e-20      2
 69.8007  9.46367e-18  6.54880e-20      2
 69.8150  8.87845e-18  9.40290e-20      3
 69.8150  8.97059e-18  1.10021e-19      3
 69.8673  9.41160e-18  7.17006e-20      2
 69.8673  9.27144e-18  7.70692e-20      2
 69.8880  8.86486e-18  1.16046e-19      3
 69.8880  8.78046e-18  1.00021e-19      3
 69.9339  9.49557e-18  6.45242e-20      2
 69.9339  9.05672e-18  8.86849e-20      2
 69.9610  8.91831e-18  1.02858e-19      3
 69.9610  8.92862e-18  1.09213e-19      3
 70.0338  8.69829e-18  1.58749e-19      3
 70.0338  8.87118e-18  1.24033e-19      3
 70.1065  8.73488e-18  9.75043e-20      3
 70.1065  8.74490e-18  1.10569e-19      3
 70.1791  8.90090e-18  1.24472e-19      3
 70.1791  8.82400e-18  9.79615e-20      3
 70.2516  8.81460e-18  9.56689e-20      3
 70.2516  8.87764e-18  8.36277e-20      3
 70.3240  8.76689e-18  9.75202e-20      3
 70.3240  9.02734e-18  1.15370e-19      3
 70.3962  8.71203e-18  8.63958e-20      3
 70.3962  8.83111e-18  1.20352e-19      3
 70.4684  8.69130e-18  9.75141e-20      3
 70.4684  8.57378e-18  8.11636e-20      3
 70.5404  8.79592e-18  1.12038e-19      3
 70.5404  8.76807e-18  1.34488e-19      3
 70.6123  8.51149e-18  9.61818e-20      3
 70.6123  8.80770e-18  9.33960e-20      3
 70.6841  8.54965e-18  9.58633e-20      3
 70.6841  8.84091e-18  1.33836e-19      3
 70.7558  8.68824e-18  1.01083e-19      3
 70.7558  8.68362e-18  1.06713e-19      3
 70.8203  8.46002e-18  1.21246e-19      3
 70.8273  8.49828e-18  1.28434e-19      3
 70.8918  8.39436e-18  8.63009e-20      3
 70.8918  8.56504e-18  1.11852e-19      3
 70.9632  8.36169e-18  1.26928e-19      3
 70.9632  8.56485e-18  8.50283e-20      3
 71.0344  8.48075e-18  1.01877e-19      3
 71.0344  8.74682e-18  9.63770e-20      3
 71.1056  8.74157e-18  1.03487e-19      3
 71.1056  8.55639e-18  9.00775e-20      3
 71.1767  8.56801e-18  7.67823e-20      3
 71.1767  8.57331e-18  5.86077e-20      3
 71.2477  8.37005e-18  9.30463e-20      3
 71.2477  8.49471e-18  9.51369e-20      3
 71.3185  8.51521e-18  9.81621e-20      3
 71.3185  8.66001e-18  1.23542e-19      3
 71.3893  8.22363e-18  1.24173e-19      3
 71.3893  8.62057e-18  1.11607e-19      3
 71.4600  8.73278e-18  7.86230e-20      3
 71.4600  8.27083e-18  1.00383e-19      3
 71.5305  8.57820e-18  6.99599e-20      3
 71.5305  8.45317e-18  1.14482e-19      3
 71.6010  8.29000e-18  1.39625e-19      3
 71.6010  8.47048e-18  1.28462e-19      3
 71.6713  8.31934e-18  1.11548e-19      3
