#wave = wavelength (um)
#flux = flux (W/cm^2/um)
#stdev = standard deviation of flux measurement (W/cm^2/um)
#det = LWS detector number (0-9)
#line = LWS line number (0-9)
#
#wave    flux         stdev           det   line
105.3259  8.79576e-19  3.05564e-20      5      1
105.4607  8.39468e-19  3.29688e-20      5      1
122.6992  4.20959e-19  2.46274e-20      6      1
122.8345  4.09141e-19  1.73640e-20      6      1
122.9698  4.08384e-19  1.39947e-20      6      1
123.1049  3.93672e-19  1.49348e-20      6      1
123.2400  4.12555e-19  1.04347e-20      6      1
123.3750  4.03635e-19  1.31665e-20      6      1
123.5100  4.13985e-19  2.08798e-20      6      1
123.6314  4.22799e-19  1.21874e-20      6      1
123.7662  4.50020e-19  2.78067e-20      6      1
123.9010  4.30498e-19  1.45580e-20      6      1
124.0357  4.06081e-19  1.09425e-20      6      1
124.1704  3.89653e-19  1.26596e-20      6      1
124.3049  3.97913e-19  8.73746e-21      6      1
124.4395  3.82964e-19  1.21322e-20      6      1
124.5740  4.07192e-19  1.81679e-20      6      1
124.7084  3.89026e-19  1.74303e-20      6      1
124.8428  3.79159e-19  1.57903e-20      6      1
124.9771  3.74011e-19  1.28297e-20      6      1
125.1114  3.87744e-19  1.68676e-20      6      1
125.2456  3.67355e-19  8.93969e-21      6      1
142.2834  2.87570e-19  7.15849e-21      7      1
142.4161  2.79913e-19  4.00225e-21      7      1
142.5488  2.87101e-19  5.13846e-21      7      1
142.6813  2.85930e-19  5.13818e-21      7      1
142.8138  2.90426e-19  1.06654e-20      7      1
142.9462  2.77369e-19  6.05775e-21      7      1
143.0786  2.70480e-19  9.10439e-21      7      1
143.1976  2.77561e-19  9.04349e-21      7      1
143.3298  2.79835e-19  4.67469e-21      7      1
143.4619  2.80047e-19  8.97390e-21      7      1
143.5940  2.73704e-19  7.88638e-21      7      1
143.7260  2.78214e-19  8.80728e-21      7      1
143.8579  2.79425e-19  1.72327e-21      7      1
143.9897  2.72136e-19  6.45807e-21      7      1
144.1215  2.74649e-19  6.71132e-21      7      1
144.2532  2.85913e-19  2.99003e-21      7      1
144.3848  2.77527e-19  5.15844e-21      7      1
144.5164  2.70560e-19  6.14135e-21      7      1
144.6480  2.71331e-19  7.17939e-21      7      1
144.7794  2.82765e-19  9.49630e-21      7      1
161.0134  2.70973e-19  1.05363e-20      8      1
161.1414  2.30013e-19  1.09143e-20      8      1
161.2693  2.32498e-19  8.19334e-21      8      1
161.3971  2.33082e-19  5.26704e-21      8      1
161.5249  2.32101e-19  1.38906e-20      8      1
161.6525  2.38085e-19  1.06279e-20      8      1
161.7801  2.10940e-19  7.15957e-21      8      1
161.8949  2.20091e-19  7.64840e-21      8      1
162.0222  2.23057e-19  9.75972e-21      8      1
162.1496  2.16111e-19  8.91986e-21      8      1
162.2768  2.26555e-19  3.34552e-21      8      1
162.4040  2.16727e-19  8.41441e-21      8      1
162.5311  2.16840e-19  6.62204e-21      8      1
162.6581  2.21152e-19  9.76013e-21      8      1
162.7850  2.34056e-19  1.61734e-20      8      1
162.9118  2.00263e-19  6.26886e-21      8      1
163.0387  2.24131e-19  1.19996e-20      8      1
163.1653  2.20640e-19  1.13607e-20      8      1
163.2920  2.21426e-19  1.00203e-20      8      1
163.4186  2.28999e-19  2.18068e-20      8      1
178.4092  1.37142e-19  3.55951e-20      9      1
178.5305  1.66310e-19  3.31641e-20      9      1
178.6517  7.46718e-20  3.70519e-20      9      1
178.7728  8.06620e-20  1.39676e-20      9      1
178.8938  8.85038e-20  2.23830e-20      9      1
179.0147  1.05534e-19  3.50245e-20      9      1
179.1355  1.65298e-19  3.89127e-20      9      1
179.2441  8.40105e-20  3.36609e-20      9      1
179.3647  1.55048e-19  2.94830e-20      9      1
179.4853  1.73146e-19  2.15854e-20      9      1
179.6057  8.31030e-20  2.69727e-20      9      1
179.7261  8.22585e-20  2.52381e-20      9      1
179.8463  2.00535e-19  4.01883e-20      9      1
179.9665  1.45290e-19  3.20291e-20      9      1
180.0866  1.45905e-19  2.18860e-20      9      1
180.2066  1.35946e-19  1.92135e-20      9      1
180.3265  9.61883e-20  2.24968e-20      9      1
180.4464  1.05168e-19  2.88954e-20      9      1
180.5662  1.46990e-19  2.50583e-20      9      1
180.6858  1.23902e-19  7.73488e-20      9      1
 49.5393  9.07627e-19  2.23323e-19      1      2
 49.6144  7.51137e-19  2.60012e-19      1      2
 49.6895  1.04495e-18  2.46253e-19      1      2
 49.7645  5.73109e-19  2.86603e-19      1      2
 49.8393  1.03943e-18  1.88472e-19      1      2
 49.9140  8.98888e-19  2.46906e-19      1      2
 49.9886  8.34094e-19  2.14859e-19      1      2
 50.0631  8.26670e-19  1.76672e-19      1      2
 50.1300  1.10647e-18  1.98731e-19      1      2
 50.2043  1.12934e-18  2.10363e-19      1      2
 50.2785  1.63088e-18  2.47921e-19      1      2
 50.3526  1.15507e-18  2.13909e-19      1      2
 50.4265  1.09761e-18  2.04408e-19      1      2
 50.5004  1.09416e-18  1.60583e-19      1      2
 50.5741  1.50737e-18  1.83477e-19      1      2
 50.6478  1.20357e-18  2.92714e-19      1      2
 59.1987  1.60973e-18  6.94781e-20      2      2
 59.2741  1.72206e-18  6.13270e-20      2      2
 59.3494  1.62965e-18  4.39913e-20      2      2
 59.4246  1.62116e-18  4.82546e-20      2      2
 59.4996  1.56989e-18  5.12859e-20      2      2
 59.5746  1.54312e-18  5.01939e-20      2      2
 59.6494  1.53978e-18  3.97271e-20      2      2
 59.7241  1.65476e-18  5.18871e-20      2      2
 59.7987  1.61165e-18  4.48340e-20      2      2
 59.8731  1.68872e-18  5.40066e-20      2      2
 59.9474  1.63826e-18  5.90918e-20      2      2
 60.0217  1.62803e-18  5.16925e-20      2      2
 60.0883  1.63211e-18  5.25681e-20      2      2
 60.1623  1.57194e-18  5.00553e-20      2      2
 60.2362  1.57010e-18  4.89906e-20      2      2
 60.3100  1.56896e-18  3.17221e-20      2      2
 60.3836  1.61469e-18  4.77408e-20      2      2
 60.4572  1.62166e-18  3.22415e-20      2      2
 60.5306  1.51936e-18  4.71108e-20      2      2
 60.6039  1.52895e-18  6.32777e-20      2      2
 68.9381  1.45961e-18  8.62291e-20      3      2
 69.0122  1.50088e-18  8.46688e-20      3      2
 69.0860  1.46011e-18  9.96707e-20      3      2
 69.1598  1.42748e-18  9.21098e-20      3      2
 69.2334  1.50527e-18  8.35631e-20      3      2
 69.3070  1.50049e-18  8.79612e-20      3      2
 69.3803  1.39456e-18  7.49643e-20      3      2
 69.4536  1.41025e-18  8.58690e-20      3      2
 69.5267  1.42977e-18  7.65202e-20      3      2
 69.5998  1.24137e-18  7.39260e-20      3      2
 69.6726  1.45364e-18  7.28520e-20      3      2
 69.7454  1.48699e-18  9.04094e-20      3      2
 69.8108  1.34659e-18  6.82232e-20      3      2
 69.8833  1.58700e-18  8.26492e-20      3      2
 69.9558  1.59944e-18  8.49837e-20      3      2
 70.0281  1.52899e-18  9.02197e-20      3      2
 70.1002  1.35651e-18  9.26743e-20      3      2
 70.1723  1.48096e-18  8.65492e-20      3      2
 70.2443  1.41003e-18  6.87488e-20      3      2
 70.3161  1.42780e-18  1.28957e-19      3      2
 78.3024  1.66011e-18  8.51955e-20      4      2
 78.3738  1.57044e-18  8.68164e-20      4      2
 78.4452  1.61582e-18  9.69202e-20      4      2
 78.5164  1.57100e-18  5.73516e-20      4      2
 78.5874  1.57957e-18  7.87361e-20      4      2
 78.6584  1.56616e-18  7.23083e-20      4      2
 78.7292  1.46419e-18  6.42988e-20      4      2
 78.7998  1.43215e-18  6.03694e-20      4      2
 78.8704  1.46680e-18  8.10044e-20      4      2
 78.9408  1.46077e-18  7.08420e-20      4      2
 79.0111  1.38640e-18  7.02027e-20      4      2
 79.0813  1.51924e-18  8.81974e-20      4      2
 79.1444  1.45376e-18  7.57858e-20      4      2
 79.2143  1.52690e-18  6.17502e-20      4      2
 79.2841  1.32246e-18  5.89272e-20      4      2
 79.3538  1.44491e-18  7.80678e-20      4      2
 79.4234  1.28618e-18  6.67018e-20      4      2
 79.4929  1.38043e-18  6.03762e-20      4      2
 79.5622  1.35089e-18  6.56389e-20      4      2
 79.6314  1.60849e-18  1.11079e-19      4      2
 88.5304  1.31520e-18  2.90522e-20      5      2
 88.6810  1.27582e-18  2.09508e-20      5      2
 88.8314  1.24010e-18  2.14741e-20      5      2
 88.9816  1.23912e-18  1.84390e-20      5      2
 89.1315  1.26110e-18  1.87345e-20      5      2
 89.2812  1.24352e-18  1.68148e-20      5      2
 89.4307  1.25070e-18  2.11532e-20      5      2
 89.5799  1.23253e-18  2.52460e-20      5      2
 89.7290  1.24406e-18  1.92295e-20      5      2
 89.8778  1.27529e-18  1.93473e-20      5      2
 90.0264  1.26688e-18  2.30725e-20      5      2
 90.1747  1.27817e-18  1.71545e-20      5      2
 90.3081  1.27416e-18  2.67719e-20      5      2
 90.4561  1.20425e-18  1.89983e-20      5      2
 90.6038  1.21601e-18  2.00115e-20      5      2
 90.7514  1.19815e-18  1.81156e-20      5      2
 90.8987  1.15608e-18  1.31097e-20      5      2
 91.0458  1.19816e-18  2.00209e-20      5      2
 91.1927  1.18898e-18  1.65860e-20      5      2
 91.3394  1.19291e-18  3.03463e-20      5      2
108.3038  5.99611e-19  1.37878e-20      6      2
108.4552  6.02896e-19  8.72044e-21      6      2
108.6063  6.00459e-19  6.54457e-21      6      2
108.7572  5.97375e-19  7.90414e-21      6      2
108.9079  5.91254e-19  7.92513e-21      6      2
109.0583  5.94666e-19  7.19056e-21      6      2
109.2085  5.96714e-19  6.65691e-21      6      2
109.3584  5.86280e-19  9.97256e-21      6      2
109.5081  5.92378e-19  1.08946e-20      6      2
109.6576  5.81134e-19  7.09051e-21      6      2
109.8068  5.88120e-19  8.91063e-21      6      2
109.9558  5.82090e-19  7.89975e-21      6      2
110.0898  5.72102e-19  7.96211e-21      6      2
110.2383  5.72954e-19  8.97285e-21      6      2
110.3867  5.57096e-19  6.28467e-21      6      2
110.5348  5.59384e-19  6.38533e-21      6      2
110.6827  5.58190e-19  4.91803e-21      6      2
110.8304  5.53921e-19  6.63696e-21      6      2
110.9779  5.57151e-19  6.75191e-21      6      2
111.1251  5.91636e-19  9.99416e-21      6      2
128.1001  3.93633e-19  3.59552e-21      7      2
128.2498  3.91850e-19  4.00940e-21      7      2
128.3993  3.88434e-19  3.78276e-21      7      2
128.5486  3.87499e-19  4.81522e-21      7      2
128.6976  3.80934e-19  3.95399e-21      7      2
128.8464  3.74392e-19  3.95833e-21      7      2
128.9949  3.69698e-19  3.97486e-21      7      2
129.1431  3.72381e-19  4.70589e-21      7      2
129.2911  3.64220e-19  4.14029e-21      7      2
129.4389  3.74238e-19  3.85047e-21      7      2
129.5864  3.64363e-19  3.69758e-21      7      2
129.7337  3.64004e-19  5.02731e-21      7      2
129.8661  3.63470e-19  3.65584e-21      7      2
130.0129  3.65637e-19  4.79775e-21      7      2
130.1595  3.65439e-19  4.16103e-21      7      2
130.3059  3.63371e-19  4.19786e-21      7      2
130.4520  3.54770e-19  4.70884e-21      7      2
130.5979  3.60083e-19  4.58760e-21      7      2
130.7436  3.61380e-19  4.41851e-21      7      2
130.8891  3.60118e-19  4.72292e-21      7      2
147.2680  2.77460e-19  7.43600e-21      8      2
147.4138  2.81882e-19  5.08984e-21      8      2
147.5593  2.78877e-19  6.28169e-21      8      2
147.7046  2.64396e-19  4.21335e-21      8      2
147.8496  2.75465e-19  6.36007e-21      8      2
147.9944  2.73450e-19  6.19019e-21      8      2
148.1389  2.76497e-19  5.07427e-21      8      2
148.2831  2.82248e-19  6.21427e-21      8      2
148.4271  2.57081e-19  5.34827e-21      8      2
148.5708  2.58814e-19  4.67439e-21      8      2
148.7143  2.76117e-19  7.13653e-21      8      2
148.8576  2.77637e-19  6.56161e-21      8      2
148.9863  2.72506e-19  7.44066e-21      8      2
149.1291  2.71778e-19  5.74779e-21      8      2
149.2716  2.60505e-19  5.31423e-21      8      2
149.4140  2.62237e-19  5.67045e-21      8      2
149.5560  2.60844e-19  5.19641e-21      8      2
149.6979  2.56305e-19  4.14621e-21      8      2
149.8395  2.61279e-19  6.10015e-21      8      2
149.9808  2.50334e-19  9.54815e-21      8      2
165.3137  2.01909e-19  2.02661e-20      9      2
165.4533  1.74783e-19  1.51080e-20      9      2
165.5927  1.98689e-19  1.70729e-20      9      2
165.7317  1.87008e-19  1.06366e-20      9      2
165.8705  1.76932e-19  1.91406e-20      9      2
166.0091  1.94604e-19  1.86204e-20      9      2
166.1474  1.54573e-19  2.10582e-20      9      2
166.2854  1.90202e-19  1.84079e-20      9      2
166.4232  1.78320e-19  1.20702e-20      9      2
166.5607  1.72440e-19  1.68998e-20      9      2
166.6980  1.58207e-19  1.54773e-20      9      2
166.8351  1.62945e-19  1.70503e-20      9      2
166.9582  1.68919e-19  1.46336e-20      9      2
167.0948  1.63615e-19  1.26952e-20      9      2
167.2311  1.82032e-19  1.60183e-20      9      2
167.3672  2.00254e-19  1.71100e-20      9      2
167.5030  1.29243e-19  1.51806e-20      9      2
167.6386  1.57757e-19  1.42507e-20      9      2
167.7740  1.39607e-19  1.32565e-20      9      2
167.9091  1.41917e-19  8.49058e-21      9      2
